"cod_hito";"rpm";"limite_exigido";"frecuencia_exigida";"fecha_emision"
20499;535;"36,33";96;"03-07-2015"
20505;535;"36,33";96;"03-07-2015"
20511;535;"36,33";96;"03-07-2015"
20517;535;"36,33";96;"03-07-2015"
20523;535;"36,33";96;"03-07-2015"
20529;535;"36,33";96;"03-07-2015"
20535;535;"36,33";96;"03-07-2015"
20541;535;"36,33";96;"03-07-2015"
20547;535;"36,33";96;"03-07-2015"
20553;535;"36,33";96;"03-07-2015"
20559;535;"36,33";96;"03-07-2015"
20565;535;"36,33";96;"03-07-2015"
20571;535;"36,33";96;"03-07-2015"
20577;535;"36,33";96;"03-07-2015"
20583;535;"36,33";96;"03-07-2015"
20589;535;"36,33";96;"03-07-2015"
20595;535;"36,33";96;"03-07-2015"
20601;535;"36,33";96;"03-07-2015"
20607;535;"36,33";96;"03-07-2015"
20613;535;"36,33";96;"03-07-2015"
20619;535;"36,33";96;"03-07-2015"
20625;535;"36,33";96;"03-07-2015"
20631;535;"36,33";96;"03-07-2015"
20637;535;"36,33";96;"03-07-2015"
20643;535;"36,33";96;"03-07-2015"
20649;535;"36,33";96;"03-07-2015"
20655;535;"36,33";96;"03-07-2015"
20661;535;"36,33";96;"03-07-2015"
20667;535;"36,33";96;"03-07-2015"
20673;535;"36,33";96;"03-07-2015"
20679;535;"36,33";96;"03-07-2015"
20685;535;"36,33";96;"03-07-2015"
20691;535;"36,33";96;"03-07-2015"
20697;535;"36,33";96;"03-07-2015"
20703;535;"36,33";96;"03-07-2015"
20709;535;"36,33";96;"03-07-2015"
20715;535;"36,33";96;"03-07-2015"
20721;535;"36,33";96;"03-07-2015"
20727;535;"36,33";96;"03-07-2015"
20733;535;"36,33";96;"03-07-2015"
20739;535;"36,33";96;"03-07-2015"
20745;535;"36,33";96;"03-07-2015"
20751;535;"36,33";96;"03-07-2015"
20757;535;"36,33";96;"03-07-2015"
20763;535;"36,33";96;"03-07-2015"
20769;535;"36,33";96;"03-07-2015"
20775;535;"36,33";96;"03-07-2015"
20781;535;"36,33";96;"03-07-2015"
20787;535;"36,33";96;"03-07-2015"
20793;535;"36,33";96;"03-07-2015"
20799;535;"36,33";96;"03-07-2015"
20805;535;"36,33";96;"03-07-2015"
20811;535;"36,33";96;"03-07-2015"
20817;535;"36,33";96;"03-07-2015"
20823;535;"36,33";96;"03-07-2015"
20829;535;"36,33";96;"03-07-2015"
20835;535;"36,33";96;"03-07-2015"
20841;535;"36,33";96;"03-07-2015"
20847;535;"36,33";96;"03-07-2015"
20853;535;"36,33";96;"03-07-2015"
20859;535;"36,33";96;"03-07-2015"
20865;535;"36,33";96;"03-07-2015"
20871;535;"36,33";96;"03-07-2015"
20877;535;"36,33";96;"03-07-2015"
20883;535;"36,33";96;"03-07-2015"
20889;535;"36,33";96;"03-07-2015"
20895;535;"36,33";96;"03-07-2015"
20901;535;"36,33";96;"03-07-2015"
20907;535;"36,33";96;"03-07-2015"
20913;535;"36,33";96;"03-07-2015"
20919;535;"36,33";96;"03-07-2015"
20925;535;"36,33";96;"03-07-2015"
20931;535;"36,33";96;"03-07-2015"
20937;535;"36,33";96;"03-07-2015"
20943;535;"36,33";96;"03-07-2015"
20949;535;"36,33";96;"03-07-2015"
20955;535;"36,33";96;"03-07-2015"
20961;535;"36,33";96;"03-07-2015"
20967;535;"36,33";96;"03-07-2015"
20973;535;"36,33";96;"03-07-2015"
20979;535;"36,33";96;"03-07-2015"
20985;535;"36,33";96;"03-07-2015"
20991;535;"36,33";96;"03-07-2015"
20997;535;"36,33";96;"03-07-2015"
21003;535;"36,33";96;"03-07-2015"
21009;535;"36,33";96;"03-07-2015"
21015;535;"36,33";96;"03-07-2015"
21021;535;"36,33";96;"03-07-2015"
21027;535;"36,33";96;"03-07-2015"
21033;535;"36,33";96;"03-07-2015"
21039;535;"36,33";96;"03-07-2015"
21045;535;"36,33";96;"03-07-2015"
21051;535;"36,33";96;"03-07-2015"
21057;535;"36,33";96;"03-07-2015"
21063;535;"36,33";96;"03-07-2015"
21069;535;"36,33";96;"03-07-2015"
21075;535;"36,33";96;"03-07-2015"
21081;535;"36,33";96;"03-07-2015"
21087;535;"36,33";96;"03-07-2015"
21093;535;"36,33";96;"03-07-2015"
21099;535;"36,33";96;"03-07-2015"
21105;535;"36,33";96;"03-07-2015"
21111;535;"36,33";96;"03-07-2015"
21117;535;"36,33";96;"03-07-2015"
21123;535;"36,33";96;"03-07-2015"
21129;535;"36,33";96;"03-07-2015"
21135;535;"36,33";96;"03-07-2015"
21141;535;"36,33";96;"03-07-2015"
21147;535;"36,33";96;"03-07-2015"
21153;535;"36,33";96;"03-07-2015"
21159;535;"36,33";96;"03-07-2015"
21165;535;"36,33";96;"03-07-2015"
21171;535;"36,33";96;"03-07-2015"
21177;535;"36,33";96;"03-07-2015"
21183;535;"36,33";96;"03-07-2015"
21189;535;"36,33";96;"03-07-2015"
21195;535;"36,33";96;"03-07-2015"
21201;535;"36,33";96;"03-07-2015"
21207;535;"36,33";96;"03-07-2015"
21213;535;"36,33";96;"03-07-2015"
21219;535;"36,33";96;"03-07-2015"
21225;535;"36,33";96;"03-07-2015"
21231;535;"36,33";96;"03-07-2015"
21237;535;"36,33";96;"03-07-2015"
21243;535;"36,33";96;"03-07-2015"
21249;535;"36,33";96;"03-07-2015"
21255;535;"36,33";96;"03-07-2015"
21261;535;"36,33";96;"03-07-2015"
21267;535;"36,33";96;"03-07-2015"
21273;535;"36,33";96;"03-07-2015"
21279;535;"36,33";96;"03-07-2015"
21285;535;"36,33";96;"03-07-2015"
21291;535;"36,33";96;"03-07-2015"
21297;535;"36,33";96;"03-07-2015"
21303;535;"36,33";96;"03-07-2015"
21309;535;"36,33";96;"03-07-2015"
21315;535;"36,33";96;"03-07-2015"
21321;535;"36,33";96;"03-07-2015"
21327;535;"36,33";96;"03-07-2015"
21333;535;"36,33";96;"03-07-2015"
21339;535;"36,33";96;"03-07-2015"
21345;535;"36,33";96;"03-07-2015"
21351;535;"36,33";96;"03-07-2015"
21357;535;"36,33";96;"03-07-2015"
21363;535;"36,33";96;"03-07-2015"
21369;535;"36,33";96;"03-07-2015"
21375;535;"36,33";96;"03-07-2015"
21381;535;"36,33";96;"03-07-2015"
21387;535;"36,33";96;"03-07-2015"
21393;535;"36,33";96;"03-07-2015"
21399;535;"36,33";96;"03-07-2015"
21405;535;"36,33";96;"03-07-2015"
21411;535;"36,33";96;"03-07-2015"
21417;535;"36,33";96;"03-07-2015"
21423;535;"36,33";96;"03-07-2015"
21429;535;"36,33";96;"03-07-2015"
21435;535;"36,33";96;"03-07-2015"
21441;535;"36,33";96;"03-07-2015"
21447;535;"36,33";96;"03-07-2015"
21453;535;"36,33";96;"03-07-2015"
21459;535;"36,33";96;"03-07-2015"
21465;535;"36,33";96;"03-07-2015"
21471;535;"36,33";96;"03-07-2015"
21477;535;"36,33";96;"03-07-2015"
21483;535;"36,33";96;"03-07-2015"
21489;535;"36,33";96;"03-07-2015"
21495;535;"36,33";96;"03-07-2015"
21501;535;"36,33";96;"03-07-2015"
21507;535;"36,33";96;"03-07-2015"
21513;535;"36,33";96;"03-07-2015"
21519;535;"36,33";96;"03-07-2015"
21525;535;"36,33";96;"03-07-2015"
21531;535;"36,33";96;"03-07-2015"
21537;535;"36,33";96;"03-07-2015"
21543;535;"36,33";96;"03-07-2015"
21549;535;"36,33";96;"03-07-2015"
21555;535;"36,33";96;"03-07-2015"
21561;535;"36,33";96;"03-07-2015"
21567;535;"36,33";96;"03-07-2015"
21573;535;"36,33";96;"03-07-2015"
21579;535;"36,33";96;"03-07-2015"
21585;535;"36,33";96;"03-07-2015"
21591;535;"36,33";96;"03-07-2015"
21597;535;"36,33";96;"03-07-2015"
21603;535;"36,33";96;"03-07-2015"
21609;535;"36,33";96;"03-07-2015"
21615;535;"36,33";96;"03-07-2015"
21621;535;"36,33";96;"03-07-2015"
21627;535;"36,33";96;"03-07-2015"
21633;535;"36,33";96;"03-07-2015"
21639;535;"36,33";96;"03-07-2015"
21645;535;"36,33";96;"03-07-2015"
21651;535;"36,33";96;"03-07-2015"
21657;535;"36,33";96;"03-07-2015"
21663;535;"36,33";96;"03-07-2015"
21669;535;"36,33";96;"03-07-2015"
21675;535;"36,33";96;"03-07-2015"
21681;535;"36,33";96;"03-07-2015"
21687;535;"36,33";96;"03-07-2015"
21693;535;"36,33";96;"03-07-2015"
21699;535;"36,33";96;"03-07-2015"
21705;535;"36,33";96;"03-07-2015"
21711;535;"36,33";96;"03-07-2015"
21717;535;"36,33";96;"03-07-2015"
21723;535;"36,33";96;"03-07-2015"
21729;535;"36,33";96;"03-07-2015"
21735;535;"36,33";96;"03-07-2015"
21741;535;"36,33";96;"03-07-2015"
21747;535;"36,33";96;"03-07-2015"
21753;535;"36,33";96;"03-07-2015"
21759;535;"36,33";96;"03-07-2015"
21765;535;"36,33";96;"03-07-2015"
21771;535;"36,33";96;"03-07-2015"
21777;535;"36,33";96;"03-07-2015"
21783;535;"36,33";96;"03-07-2015"
21789;535;"36,33";96;"03-07-2015"
21795;535;"36,33";96;"03-07-2015"
21801;535;"36,33";96;"03-07-2015"
21807;535;"36,33";96;"03-07-2015"
21813;535;"36,33";96;"03-07-2015"
21819;535;"36,33";96;"03-07-2015"
21825;535;"36,33";96;"03-07-2015"
21831;535;"36,33";96;"03-07-2015"
21837;535;"36,33";96;"03-07-2015"
21843;535;"36,33";96;"03-07-2015"
21849;535;"36,33";96;"03-07-2015"
21855;535;"36,33";96;"03-07-2015"
21861;535;"36,33";96;"03-07-2015"
21867;535;"36,33";96;"03-07-2015"
21873;535;"36,33";96;"03-07-2015"
21879;535;"36,33";96;"03-07-2015"
21885;535;"36,33";96;"03-07-2015"
21891;535;"36,33";96;"03-07-2015"
21897;535;"36,33";96;"03-07-2015"
21903;535;"36,33";96;"03-07-2015"
21909;535;"36,33";96;"03-07-2015"
21915;535;"36,33";96;"03-07-2015"
21921;535;"36,33";96;"03-07-2015"
21927;535;"36,33";96;"03-07-2015"
21933;535;"36,33";96;"03-07-2015"
21939;535;"36,33";96;"03-07-2015"
21945;535;"36,33";96;"03-07-2015"
21951;535;"36,33";96;"03-07-2015"
21957;535;"36,33";96;"03-07-2015"
21963;535;"36,33";96;"03-07-2015"
21969;535;"36,33";96;"03-07-2015"
21975;535;"36,33";96;"03-07-2015"
21981;535;"36,33";96;"03-07-2015"
21987;535;"36,33";96;"03-07-2015"
21993;535;"36,33";96;"03-07-2015"
21999;535;"36,33";96;"03-07-2015"
22005;535;"36,33";96;"03-07-2015"
22011;535;"36,33";96;"03-07-2015"
22017;535;"36,33";96;"03-07-2015"
22023;535;"36,33";96;"03-07-2015"
22029;535;"36,33";96;"03-07-2015"
22035;535;"36,33";96;"03-07-2015"
22041;535;"36,33";96;"03-07-2015"
22047;535;"36,33";96;"03-07-2015"
22053;535;"36,33";96;"03-07-2015"
22059;535;"36,33";96;"03-07-2015"
22065;535;"36,33";96;"03-07-2015"
22071;535;"36,33";96;"03-07-2015"
22077;535;"36,33";96;"03-07-2015"
22083;535;"36,33";96;"03-07-2015"
22089;535;"36,33";96;"03-07-2015"
22095;535;"36,33";96;"03-07-2015"
22101;535;"36,33";96;"03-07-2015"
22107;535;"36,33";96;"03-07-2015"
22113;535;"36,33";96;"03-07-2015"
22119;535;"36,33";96;"03-07-2015"
22125;535;"36,33";96;"03-07-2015"
22131;535;"36,33";96;"03-07-2015"
22137;535;"36,33";96;"03-07-2015"
22143;535;"36,33";96;"03-07-2015"
22149;535;"36,33";96;"03-07-2015"
22155;535;"36,33";96;"03-07-2015"
22161;535;"36,33";96;"03-07-2015"
22167;535;"36,33";96;"03-07-2015"
22173;535;"36,33";96;"03-07-2015"
22179;535;"36,33";96;"03-07-2015"
22185;535;"36,33";96;"03-07-2015"
22191;535;"36,33";96;"03-07-2015"
22197;535;"36,33";96;"03-07-2015"
22203;535;"36,33";96;"03-07-2015"
22209;535;"36,33";96;"03-07-2015"
22215;535;"36,33";96;"03-07-2015"
22221;535;"36,33";96;"03-07-2015"
22227;535;"36,33";96;"03-07-2015"
22233;535;"36,33";96;"03-07-2015"
22239;535;"36,33";96;"03-07-2015"
22245;535;"36,33";96;"03-07-2015"
22251;535;"36,33";96;"03-07-2015"
22257;535;"36,33";96;"03-07-2015"
22263;535;"36,33";96;"03-07-2015"
22269;535;"36,33";96;"03-07-2015"
22275;535;"36,33";96;"03-07-2015"
22281;535;"36,33";96;"03-07-2015"
22287;535;"36,33";96;"03-07-2015"
22293;535;"36,33";96;"03-07-2015"
22299;535;"36,33";96;"03-07-2015"
22305;535;"36,33";96;"03-07-2015"
22311;535;"36,33";96;"03-07-2015"
22317;535;"36,33";96;"03-07-2015"
22323;535;"36,33";96;"03-07-2015"
22329;535;"36,33";96;"03-07-2015"
22335;535;"36,33";96;"03-07-2015"
22341;535;"36,33";96;"03-07-2015"
22347;535;"36,33";96;"03-07-2015"
22353;535;"36,33";96;"03-07-2015"
22359;535;"36,33";96;"03-07-2015"
22365;535;"36,33";96;"03-07-2015"
22371;535;"36,33";96;"03-07-2015"
22377;535;"36,33";96;"03-07-2015"
22383;535;"36,33";96;"03-07-2015"
22389;535;"36,33";96;"03-07-2015"
22395;535;"36,33";96;"03-07-2015"
22401;535;"36,33";96;"03-07-2015"
22407;535;"36,33";96;"03-07-2015"
22413;535;"36,33";96;"03-07-2015"
22419;535;"36,33";96;"03-07-2015"
22425;535;"36,33";96;"03-07-2015"
22431;535;"36,33";96;"03-07-2015"
22437;535;"36,33";96;"03-07-2015"
22443;535;"36,33";96;"03-07-2015"
22449;535;"36,33";96;"03-07-2015"
22455;535;"36,33";96;"03-07-2015"
22461;535;"36,33";96;"03-07-2015"
22467;535;"36,33";96;"03-07-2015"
22473;535;"36,33";96;"03-07-2015"
22479;535;"36,33";96;"03-07-2015"
22485;535;"36,33";96;"03-07-2015"
22491;535;"36,33";96;"03-07-2015"
22497;535;"36,33";96;"03-07-2015"
22503;535;"36,33";96;"03-07-2015"
22509;535;"36,33";96;"03-07-2015"
22515;535;"36,33";96;"03-07-2015"
22521;535;"36,33";96;"03-07-2015"
22527;535;"36,33";96;"03-07-2015"
22533;535;"36,33";96;"03-07-2015"
22539;535;"36,33";96;"03-07-2015"
22545;535;"36,33";96;"03-07-2015"
15285;535;"36,339";96;"03-07-2015"
15291;535;"36,339";96;"03-07-2015"
15297;535;"36,339";96;"03-07-2015"
15303;535;"36,339";96;"03-07-2015"
15309;535;"36,339";96;"03-07-2015"
15315;535;"36,339";96;"03-07-2015"
15321;535;"36,339";96;"03-07-2015"
15327;535;"36,339";96;"03-07-2015"
15333;535;"36,339";96;"03-07-2015"
15339;535;"36,339";96;"03-07-2015"
15345;535;"36,339";96;"03-07-2015"
15351;535;"36,339";96;"03-07-2015"
15357;535;"36,339";96;"03-07-2015"
15363;535;"36,339";96;"03-07-2015"
15369;535;"36,339";96;"03-07-2015"
15375;535;"36,339";96;"03-07-2015"
15381;535;"36,339";96;"03-07-2015"
15387;535;"36,339";96;"03-07-2015"
15393;535;"36,339";96;"03-07-2015"
15399;535;"36,339";96;"03-07-2015"
15405;535;"36,339";96;"03-07-2015"
15411;535;"36,339";96;"03-07-2015"
15417;535;"36,339";96;"03-07-2015"
15423;535;"36,339";96;"03-07-2015"
15429;535;"36,339";96;"03-07-2015"
15435;535;"36,339";96;"03-07-2015"
15441;535;"36,339";96;"03-07-2015"
15447;535;"36,339";96;"03-07-2015"
15453;535;"36,339";96;"03-07-2015"
15459;535;"36,339";96;"03-07-2015"
15465;535;"36,339";96;"03-07-2015"
15471;535;"36,339";96;"03-07-2015"
15477;535;"36,339";96;"03-07-2015"
15483;535;"36,339";96;"03-07-2015"
15489;535;"36,339";96;"03-07-2015"
15495;535;"36,339";96;"03-07-2015"
15501;535;"36,339";96;"03-07-2015"
15507;535;"36,339";96;"03-07-2015"
15513;535;"36,339";96;"03-07-2015"
15519;535;"36,339";96;"03-07-2015"
15525;535;"36,339";96;"03-07-2015"
15531;535;"36,339";96;"03-07-2015"
15537;535;"36,339";96;"03-07-2015"
15543;535;"36,339";96;"03-07-2015"
15549;535;"36,339";96;"03-07-2015"
15555;535;"36,339";96;"03-07-2015"
15561;535;"36,339";96;"03-07-2015"
15567;535;"36,339";96;"03-07-2015"
15573;535;"36,339";96;"03-07-2015"
15579;535;"36,339";96;"03-07-2015"
15585;535;"36,339";96;"03-07-2015"
15591;535;"36,339";96;"03-07-2015"
15597;535;"36,339";96;"03-07-2015"
15603;535;"36,339";96;"03-07-2015"
15609;535;"36,339";96;"03-07-2015"
15615;535;"36,339";96;"03-07-2015"
15621;535;"36,339";96;"03-07-2015"
15627;535;"36,339";96;"03-07-2015"
15633;535;"36,339";96;"03-07-2015"
15639;535;"36,339";96;"03-07-2015"
15645;535;"36,339";96;"03-07-2015"
15651;535;"36,339";96;"03-07-2015"
15657;535;"36,339";96;"03-07-2015"
15663;535;"36,339";96;"03-07-2015"
15669;535;"36,339";96;"03-07-2015"
15675;535;"36,339";96;"03-07-2015"
15681;535;"36,339";96;"03-07-2015"
15687;535;"36,339";96;"03-07-2015"
15693;535;"36,339";96;"03-07-2015"
15699;535;"36,339";96;"03-07-2015"
15705;535;"36,339";96;"03-07-2015"
15711;535;"36,339";96;"03-07-2015"
15717;535;"36,339";96;"03-07-2015"
15723;535;"36,339";96;"03-07-2015"
15729;535;"36,339";96;"03-07-2015"
15735;535;"36,339";96;"03-07-2015"
15741;535;"36,339";96;"03-07-2015"
15747;535;"36,339";96;"03-07-2015"
15753;535;"36,339";96;"03-07-2015"
15759;535;"36,339";96;"03-07-2015"
15765;535;"36,339";96;"03-07-2015"
15771;535;"36,339";96;"03-07-2015"
15777;535;"36,339";96;"03-07-2015"
15783;535;"36,339";96;"03-07-2015"
15789;535;"36,339";96;"03-07-2015"
15795;535;"36,339";96;"03-07-2015"
15801;535;"36,339";96;"03-07-2015"
15807;535;"36,339";96;"03-07-2015"
15813;535;"36,339";96;"03-07-2015"
15819;535;"36,339";96;"03-07-2015"
15825;535;"36,339";96;"03-07-2015"
15831;535;"36,339";96;"03-07-2015"
15837;535;"36,339";96;"03-07-2015"
15843;535;"36,339";96;"03-07-2015"
15849;535;"36,339";96;"03-07-2015"
15855;535;"36,339";96;"03-07-2015"
15861;535;"36,339";96;"03-07-2015"
15867;535;"36,339";96;"03-07-2015"
15873;535;"36,339";96;"03-07-2015"
15879;535;"36,339";96;"03-07-2015"
15885;535;"36,339";96;"03-07-2015"
15891;535;"36,339";96;"03-07-2015"
15897;535;"36,339";96;"03-07-2015"
15903;535;"36,339";96;"03-07-2015"
15909;535;"36,339";96;"03-07-2015"
15915;535;"36,339";96;"03-07-2015"
15921;535;"36,339";96;"03-07-2015"
15927;535;"36,339";96;"03-07-2015"
15933;535;"36,339";96;"03-07-2015"
15939;535;"36,339";96;"03-07-2015"
15945;535;"36,339";96;"03-07-2015"
15951;535;"36,339";96;"03-07-2015"
15957;535;"36,339";96;"03-07-2015"
15963;535;"36,339";96;"03-07-2015"
15969;535;"36,339";96;"03-07-2015"
15975;535;"36,339";96;"03-07-2015"
15981;535;"36,339";96;"03-07-2015"
15987;535;"36,339";96;"03-07-2015"
15993;535;"36,339";96;"03-07-2015"
15999;535;"36,339";96;"03-07-2015"
16005;535;"36,339";96;"03-07-2015"
16011;535;"36,339";96;"03-07-2015"
16017;535;"36,339";96;"03-07-2015"
16023;535;"36,339";96;"03-07-2015"
16029;535;"36,339";96;"03-07-2015"
16035;535;"36,339";96;"03-07-2015"
16041;535;"36,339";96;"03-07-2015"
16047;535;"36,339";96;"03-07-2015"
16053;535;"36,339";96;"03-07-2015"
16059;535;"36,339";96;"03-07-2015"
16065;535;"36,339";96;"03-07-2015"
16071;535;"36,339";96;"03-07-2015"
16077;535;"36,339";96;"03-07-2015"
16083;535;"36,339";96;"03-07-2015"
16089;535;"36,339";96;"03-07-2015"
16095;535;"36,339";96;"03-07-2015"
16101;535;"36,339";96;"03-07-2015"
16107;535;"36,339";96;"03-07-2015"
16113;535;"36,339";96;"03-07-2015"
16119;535;"36,339";96;"03-07-2015"
16125;535;"36,339";96;"03-07-2015"
16131;535;"36,339";96;"03-07-2015"
16137;535;"36,339";96;"03-07-2015"
16143;535;"36,339";96;"03-07-2015"
16149;535;"36,339";96;"03-07-2015"
16155;535;"36,339";96;"03-07-2015"
16161;535;"36,339";96;"03-07-2015"
16167;535;"36,339";96;"03-07-2015"
16173;535;"36,339";96;"03-07-2015"
16179;535;"36,339";96;"03-07-2015"
16185;535;"36,339";96;"03-07-2015"
16191;535;"36,339";96;"03-07-2015"
16197;535;"36,339";96;"03-07-2015"
16203;535;"36,339";96;"03-07-2015"
16209;535;"36,339";96;"03-07-2015"
16215;535;"36,339";96;"03-07-2015"
16221;535;"36,339";96;"03-07-2015"
16227;535;"36,339";96;"03-07-2015"
16233;535;"36,339";96;"03-07-2015"
16239;535;"36,339";96;"03-07-2015"
16245;535;"36,339";96;"03-07-2015"
16251;535;"36,339";96;"03-07-2015"
16257;535;"36,339";96;"03-07-2015"
16263;535;"36,339";96;"03-07-2015"
16269;535;"36,339";96;"03-07-2015"
16275;535;"36,339";96;"03-07-2015"
16281;535;"36,339";96;"03-07-2015"
16287;535;"36,339";96;"03-07-2015"
16293;535;"36,339";96;"03-07-2015"
16299;535;"36,339";96;"03-07-2015"
16305;535;"36,339";96;"03-07-2015"
16311;535;"36,339";96;"03-07-2015"
16317;535;"36,339";96;"03-07-2015"
16323;535;"36,339";96;"03-07-2015"
16329;535;"36,339";96;"03-07-2015"
16335;535;"36,339";96;"03-07-2015"
16341;535;"36,339";96;"03-07-2015"
16347;535;"36,339";96;"03-07-2015"
16353;535;"36,339";96;"03-07-2015"
16359;535;"36,339";96;"03-07-2015"
16365;535;"36,339";96;"03-07-2015"
16371;535;"36,339";96;"03-07-2015"
16377;535;"36,339";96;"03-07-2015"
16383;535;"36,339";96;"03-07-2015"
16389;535;"36,339";96;"03-07-2015"
16395;535;"36,339";96;"03-07-2015"
16401;535;"36,339";96;"03-07-2015"
16407;535;"36,339";96;"03-07-2015"
16413;535;"36,339";96;"03-07-2015"
16419;535;"36,339";96;"03-07-2015"
16425;535;"36,339";96;"03-07-2015"
16431;535;"36,339";96;"03-07-2015"
16437;535;"36,339";96;"03-07-2015"
16443;535;"36,339";96;"03-07-2015"
16449;535;"36,339";96;"03-07-2015"
16455;535;"36,339";96;"03-07-2015"
16461;535;"36,339";96;"03-07-2015"
16467;535;"36,339";96;"03-07-2015"
16473;535;"36,339";96;"03-07-2015"
16479;535;"36,339";96;"03-07-2015"
16485;535;"36,339";96;"03-07-2015"
16491;535;"36,339";96;"03-07-2015"
16497;535;"36,339";96;"03-07-2015"
16503;535;"36,339";96;"03-07-2015"
16509;535;"36,339";96;"03-07-2015"
16515;535;"36,339";96;"03-07-2015"
16521;535;"36,339";96;"03-07-2015"
16527;535;"36,339";96;"03-07-2015"
16533;535;"36,339";96;"03-07-2015"
16539;535;"36,339";96;"03-07-2015"
16545;535;"36,339";96;"03-07-2015"
16551;535;"36,339";96;"03-07-2015"
16557;535;"36,339";96;"03-07-2015"
16563;535;"36,339";96;"03-07-2015"
16569;535;"36,339";96;"03-07-2015"
16575;535;"36,339";96;"03-07-2015"
16581;535;"36,339";96;"03-07-2015"
16587;535;"36,339";96;"03-07-2015"
16593;535;"36,339";96;"03-07-2015"
16599;535;"36,339";96;"03-07-2015"
16605;535;"36,339";96;"03-07-2015"
16611;535;"36,339";96;"03-07-2015"
16617;535;"36,339";96;"03-07-2015"
16623;535;"36,339";96;"03-07-2015"
16629;535;"36,339";96;"03-07-2015"
16635;535;"36,339";96;"03-07-2015"
16641;535;"36,339";96;"03-07-2015"
16647;535;"36,339";96;"03-07-2015"
16653;535;"36,339";96;"03-07-2015"
16659;535;"36,339";96;"03-07-2015"
16665;535;"36,339";96;"03-07-2015"
16671;535;"36,339";96;"03-07-2015"
16677;535;"36,339";96;"03-07-2015"
16683;535;"36,339";96;"03-07-2015"
16689;535;"36,339";96;"03-07-2015"
16695;535;"36,339";96;"03-07-2015"
16701;535;"36,339";96;"03-07-2015"
16707;535;"36,339";96;"03-07-2015"
16713;535;"36,339";96;"03-07-2015"
16719;535;"36,339";96;"03-07-2015"
16725;535;"36,339";96;"03-07-2015"
16731;535;"36,339";96;"03-07-2015"
16737;535;"36,339";96;"03-07-2015"
16743;535;"36,339";96;"03-07-2015"
16749;535;"36,339";96;"03-07-2015"
16755;535;"36,339";96;"03-07-2015"
16761;535;"36,339";96;"03-07-2015"
16767;535;"36,339";96;"03-07-2015"
16773;535;"36,339";96;"03-07-2015"
16779;535;"36,339";96;"03-07-2015"
16785;535;"36,339";96;"03-07-2015"
16791;535;"36,339";96;"03-07-2015"
16797;535;"36,339";96;"03-07-2015"
16803;535;"36,339";96;"03-07-2015"
16809;535;"36,339";96;"03-07-2015"
16815;535;"36,339";96;"03-07-2015"
16821;535;"36,339";96;"03-07-2015"
16827;535;"36,339";96;"03-07-2015"
16833;535;"36,339";96;"03-07-2015"
16839;535;"36,339";96;"03-07-2015"
16845;535;"36,339";96;"03-07-2015"
16851;535;"36,339";96;"03-07-2015"
16857;535;"36,339";96;"03-07-2015"
16863;535;"36,339";96;"03-07-2015"
16869;535;"36,339";96;"03-07-2015"
16875;535;"36,339";96;"03-07-2015"
16881;535;"36,339";96;"03-07-2015"
16887;535;"36,339";96;"03-07-2015"
16893;535;"36,339";96;"03-07-2015"
16899;535;"36,339";96;"03-07-2015"
16905;535;"36,339";96;"03-07-2015"
16911;535;"36,339";96;"03-07-2015"
16917;535;"36,339";96;"03-07-2015"
16923;535;"36,339";96;"03-07-2015"
16929;535;"36,339";96;"03-07-2015"
16935;535;"36,339";96;"03-07-2015"
16941;535;"36,339";96;"03-07-2015"
16947;535;"36,339";96;"03-07-2015"
16953;535;"36,339";96;"03-07-2015"
16959;535;"36,339";96;"03-07-2015"
16965;535;"36,339";96;"03-07-2015"
16971;535;"36,339";96;"03-07-2015"
16977;535;"36,339";96;"03-07-2015"
16983;535;"36,339";96;"03-07-2015"
16989;535;"36,339";96;"03-07-2015"
16995;535;"36,339";96;"03-07-2015"
17001;535;"36,339";96;"03-07-2015"
17007;535;"36,339";96;"03-07-2015"
17013;535;"36,339";96;"03-07-2015"
17019;535;"36,339";96;"03-07-2015"
17025;535;"36,339";96;"03-07-2015"
17031;535;"36,339";96;"03-07-2015"
17037;535;"36,339";96;"03-07-2015"
17043;535;"36,339";96;"03-07-2015"
17049;535;"36,339";96;"03-07-2015"
17055;535;"36,339";96;"03-07-2015"
17061;535;"36,339";96;"03-07-2015"
17067;535;"36,339";96;"03-07-2015"
17073;535;"36,339";96;"03-07-2015"
17079;535;"36,339";96;"03-07-2015"
17085;535;"36,339";96;"03-07-2015"
17091;535;"36,339";96;"03-07-2015"
17097;535;"36,339";96;"03-07-2015"
17103;535;"36,339";96;"03-07-2015"
17109;535;"36,339";96;"03-07-2015"
17115;535;"36,339";96;"03-07-2015"
17121;535;"36,339";96;"03-07-2015"
17127;535;"36,339";96;"03-07-2015"
17133;535;"36,339";96;"03-07-2015"
17139;535;"36,339";96;"03-07-2015"
17145;535;"36,339";96;"03-07-2015"
17151;535;"36,339";96;"03-07-2015"
17157;535;"36,339";96;"03-07-2015"
17163;535;"36,339";96;"03-07-2015"
17169;535;"36,339";96;"03-07-2015"
17175;535;"36,339";96;"03-07-2015"
17181;535;"36,339";96;"03-07-2015"
17187;535;"36,339";96;"03-07-2015"
17193;535;"36,339";96;"03-07-2015"
17199;535;"36,339";96;"03-07-2015"
17205;535;"36,339";96;"03-07-2015"
17211;535;"36,339";96;"03-07-2015"
